id,make,model,type,year_of_making,provider_id,created_at,updated_at,deleted_at
4b83763e-0c8b-449d-99f8-16b3caf8c8b8,Bajaj,"Avenger Street 160",Bike,2024,NULL,"2024-09-12 02:22:07","2024-09-12 02:22:07",NULL
e8a60af0-5f41-4403-897b-d5876bbce2a4,Bajaj,"Avenger Street 220",Bike,2024,NULL,"2024-09-12 02:22:39","2024-09-12 02:22:39",NULL
9068e563-03c5-4c65-8b6c-e7f57a4a0de0,Bajaj,Aspire,Bike,2024,NULL,"2024-09-12 02:24:36","2024-09-12 02:55:51",NULL
d309dda0-c66a-465f-8641-55e20d5513e4,Bajaj,Blade,Bike,2024,NULL,"2024-09-12 02:37:20","2024-09-12 02:57:56",NULL
c83625f0-92a1-4f43-bc3b-cbf97a52fb65,Bajaj,Boxer,Bike,2024,NULL,"2024-09-12 02:37:51","2024-09-12 02:58:26",NULL
4d5b4436-1deb-4459-aaca-446444ca6781,Bajaj,Bravo,Bike,2024,NULL,"2024-09-12 02:38:43","2024-09-12 02:59:05",NULL
465f790f-4ac5-40c3-8f5b-ebf85b310eca,Bajaj,BYK,Bike,2024,NULL,"2024-09-12 02:39:22","2024-09-12 02:59:54",NULL
970537f0-a956-4c16-ac59-35029a8ab052,Bajaj,Caliber,Bike,2024,NULL,"2024-09-12 02:48:50","2024-09-12 03:56:45",NULL
5b9ad2fa-2b02-4465-955d-d54599d0c128,Bajaj,Cub,Bike,2024,NULL,"2024-09-12 02:51:03","2024-09-12 03:57:06",NULL
bab7842d-11c9-460e-af0c-6b7a65dce2bc,Bajaj,"Chetak Standard",Bike,2024,NULL,"2024-09-12 03:05:49","2024-09-12 03:57:41",NULL
27a4944f-6fcd-4d17-adff-2b0e35d8e8c5,Bajaj,"Chetak Electric",Bike,2024,NULL,"2024-09-12 03:06:09","2024-09-12 03:58:04",NULL
29c81c9d-b05a-4b61-97f2-c8251549dc1e,Bajaj,"CT 100",Bike,2024,NULL,"2024-09-12 03:06:33","2024-09-12 03:59:23",NULL
920f4302-326e-4417-b55b-007dba0b3a6b,Bajaj,"CT 110",Bike,2024,NULL,"2024-09-12 03:59:53","2024-09-12 03:59:53",NULL
0a68965a-6496-47f2-b0ac-b9dbe1985429,Bajaj,"CT 125X",Bike,2024,NULL,"2024-09-12 04:00:12","2024-09-12 04:00:12",NULL
e2876803-edfb-4a91-bda9-65033f91636b,Bajaj,"Discover 100",Bike,2024,NULL,"2024-09-12 04:01:33","2024-09-12 04:02:20",NULL
b85d73af-04ab-45de-9f50-229da7aa5e1f,Bajaj,"Discover 110",Bike,2024,NULL,"2024-09-12 04:02:02","2024-09-12 04:02:37",NULL
64d4d06a-69db-4bb0-affb-bd0984b97cc3,Bajaj,"Discover 125",Bike,2024,NULL,"2024-09-12 04:03:01","2024-09-12 04:03:24",NULL
50dafee6-1096-4f9b-ad07-02c54b8ff867,Bajaj,"Discover 135",Bike,2024,NULL,"2024-09-12 04:03:55","2024-09-12 04:03:55",NULL
92838fec-330b-40bb-bf90-8449c718c28f,Bajaj,"Discover 150",Bike,2024,NULL,"2024-09-12 04:04:55","2024-09-12 04:04:55",NULL
14c71197-8fe6-4f63-a9d3-bca83d0902cd,Bajaj,"Dominar 250",Bike,2024,NULL,"2024-09-12 04:05:43","2024-09-12 04:05:43",NULL
715b12a0-d724-4bf0-8e3c-e5c3af560e64,Bajaj,"Dominar 400",Bike,2024,NULL,"2024-09-12 04:06:30","2024-09-12 04:06:30",NULL
0a8ba302-0d05-4252-9ed4-e9c6df7c426f,Bajaj,Freedom,Bike,2024,NULL,"2024-09-12 04:14:56","2024-09-12 04:14:56",NULL
48819267-8aaf-4182-9f0d-598ca9f66b6a,Bajaj,Fusion,Bike,2024,NULL,"2024-09-12 04:15:17","2024-09-12 04:15:17",NULL
695d3584-5cee-444c-87a7-a1d77d791030,Bajaj,Kristal,Bike,2024,NULL,"2024-09-12 04:16:49","2024-09-12 04:16:49","2024-09-12 04:19:15"
db163328-6f7c-4e0a-98de-1be6d9742c4c,Bajaj,"KB 100",Bike,2024,NULL,"2024-09-12 04:17:14","2024-09-12 04:17:14",NULL
b17f8c6a-5000-4722-b29e-b19a24e0c562,Bajaj,"KB 100 RTZ",Bike,2024,NULL,"2024-09-12 04:17:43","2024-09-12 04:17:43","2024-09-12 04:18:34"
d142f3a3-17f6-49b6-9823-40eda9b040a9,Bajaj,"KB 125",Bike,2024,NULL,"2024-09-12 04:18:06","2024-09-12 04:18:06",NULL
f0699bed-27e9-4eeb-b127-3febb4978371,Bajaj,Kristal,Bike,2024,NULL,"2024-09-12 04:19:37","2024-09-12 04:19:37",NULL
7883fa4e-b8d1-4495-aa70-f542e4258940,Bajaj,Legend,Bike,2024,NULL,"2024-09-12 04:20:33","2024-09-12 04:20:33",NULL
bc2c734b-bca0-4872-a9b7-eb15eb702037,Bajaj,M50,Bike,2024,NULL,"2024-09-12 04:21:31","2024-09-12 04:21:31",NULL
70b5ae70-c85a-4d4f-91ef-f2bfd841e5fb,Bajaj,M80,Bike,2024,NULL,"2024-09-12 04:21:53","2024-09-12 04:21:53",NULL
3e7640f8-a820-4149-96ff-c85ea7cec5c9,Bajaj,"Platina 100",Bike,2024,NULL,"2024-09-12 04:23:19","2024-09-12 04:23:19",NULL
039fe83b-3315-481d-be92-a6b4eeee8a07,Bajaj,"Platina 110",Bike,2024,NULL,"2024-09-12 04:23:45","2024-09-12 04:23:45",NULL
890d71cb-2f2f-4bda-bb9b-d6e19b23a321,Bajaj,"Platina 125",Bike,2024,NULL,"2024-09-12 04:24:11","2024-09-12 04:24:11",NULL
6ece85e7-70cd-41ad-8eea-ac6e2d7ccc1e,Bajaj,"Pulsar 125",Bike,2024,NULL,"2024-09-12 04:26:00","2024-09-12 04:26:00",NULL
bdfa6678-a383-4671-9216-7f5e07147c64,Bajaj,"Pulsar 135",Bike,2024,NULL,"2024-09-12 04:26:25","2024-09-12 04:26:25",NULL
16852ef8-6c6e-46a4-b8bb-c60d0d9c8f9f,Bajaj,"Pulsar 150",Bike,2024,NULL,"2024-09-12 04:34:10","2024-09-12 04:34:23",NULL
bc91cb46-b2a7-42bc-b470-79438cc4d891,Bajaj,"Pulsar 150 AS",Bike,2024,NULL,"2024-09-12 04:34:42","2024-09-12 04:34:42",NULL
9005f632-3a56-4b9d-b6cb-accff4a40dec,Bajaj,"Pulsar N150",Bike,2024,NULL,"2024-09-12 04:38:55","2024-09-12 04:38:55",NULL
8f5fa808-f12f-4800-ab47-52074bfd5431,Bajaj,"Pulsar P150",Bike,2024,NULL,"2024-09-12 04:39:12","2024-09-12 04:39:12",NULL
a03fd042-1e98-4ea3-b8f1-460b9d87b928,Bajaj,"Pulsar 150 NS",Bike,2024,NULL,"2024-09-12 04:40:09","2024-09-12 04:40:09",NULL
8dce837a-d9dd-420b-bf7c-c651b7f8497e,Bajaj,"Pulsar N160",Bike,2024,NULL,"2024-09-12 04:42:35","2024-09-12 04:42:35",NULL
2bd78ed5-cb64-4338-a7f8-19657bf2c9e4,Bajaj,"Pulsar NS160",Bike,2024,NULL,"2024-09-12 04:42:54","2024-09-12 04:43:05",NULL
05362065-2f25-4e4e-8e89-78be21138ab9,Bajaj,"Pulsar 180",Bike,2024,NULL,"2024-09-12 04:43:59","2024-09-12 04:43:59",NULL
be12fa4c-b5c2-42cb-b60c-42d48a239db1,Bajaj,"Pulsar 180F",Bike,2024,NULL,"2024-09-12 04:44:23","2024-09-12 04:44:23",NULL
290b9d6a-672c-49b6-988e-1f5b1213ddf5,Bajaj,"Pulsar 200",Bike,2024,NULL,"2024-09-12 04:45:34","2024-09-12 04:45:34",NULL
8d6ab5f7-b4b3-4d9e-8ca3-cb0f0fa7e5af,Bajaj,"Pulsar 200AS",Bike,2024,NULL,"2024-09-12 04:46:36","2024-09-12 04:46:36",NULL
f49449cd-d1c2-41cb-81db-7ca367a94546,Bajaj,"Pulsar 200NS",Bike,2024,NULL,"2024-09-12 04:46:57","2024-09-12 04:46:57",NULL
16ea03eb-974e-4aaa-aed1-3bdcc4f80e4c,Bajaj,"Pulsar 200RS",Bike,2024,NULL,"2024-09-12 04:47:19","2024-09-12 04:47:19",NULL
f0ac8750-9220-4b93-9922-d6a19fe352b7,Bajaj,"Pulsar 200RS",Bike,2024,NULL,"2024-09-12 04:47:40","2024-09-12 04:47:40","2024-09-12 04:48:17"
931cca93-8764-42b0-af76-c65825dd40fb,Bajaj,"Pulsar 200SS",Bike,2024,NULL,"2024-09-12 04:47:58","2024-09-12 04:47:58",NULL
d5cd3f80-e19a-4452-b40d-1ad3137201b9,Bajaj,"Pulsar 220",Bike,2024,NULL,"2024-09-12 04:50:04","2024-09-12 04:50:04",NULL
e400c053-6fdc-41fa-b0d6-c38cbd6a01ed,Bajaj,"Pulsar 220 F",Bike,2024,NULL,"2024-09-12 05:06:12","2024-09-12 05:06:12",NULL
d13d3e80-0377-4b25-b17a-3da86b7b07e6,Bajaj,"Pulsar F250",Bike,2024,NULL,"2024-09-12 05:10:18","2024-09-12 05:10:35",NULL
27b67d33-3ba4-4f3d-9de8-14f0e751ffa7,Bajaj,"Pulsar N250",Bike,2024,NULL,"2024-09-12 05:10:55","2024-09-12 05:10:55",NULL
ef5d9a7d-a2fb-448e-aadc-3d08d16dab45,Bajaj,"Pulsar NS400Z",Bike,2024,NULL,"2024-09-12 05:21:48","2024-09-12 05:21:48",NULL
f401f954-d7a0-4f73-8ad4-c249691b4787,Bajaj,"Pulsar SS400",Bike,2024,NULL,"2024-09-12 05:22:25","2024-09-12 05:22:25","2024-09-12 05:24:27"
462ea6b5-74ff-4148-ab24-80e2fe648a92,Bajaj,Rave,Bike,2024,NULL,"2024-09-12 05:26:25","2024-09-12 05:26:25",NULL
d1604920-e96b-45d3-93de-1ce84194078f,Bajaj,"RTZ 125",Bike,2024,NULL,"2024-09-12 05:27:54","2024-09-12 05:31:37",NULL
35d0f025-6cab-420b-ab04-9fd2923a85a4,Bajaj,Saffire,Bike,2024,NULL,"2024-09-12 05:28:11","2024-09-12 05:32:06",NULL
47862f79-5dfa-43fd-b1e7-08a4ec3f3454,Bajaj,Spirit,Bike,2024,NULL,"2024-09-12 05:30:08","2024-09-12 05:32:53",NULL
962bf334-3d8a-4ea5-9cc8-3c4e27df9340,Bajaj,Stride,Bike,2024,NULL,"2024-09-12 05:30:27","2024-09-12 05:36:09",NULL
cfc1d9b4-c119-4ba1-8c1b-c95b62ba28b7,Bajaj,"Sunny Spice",Bike,2024,NULL,"2024-09-12 05:30:46","2024-09-12 05:36:33",NULL
cb5f9ef8-0819-4a45-92fe-c29f99f7c3dc,Bajaj,"Sunny Zip",Bike,2024,NULL,"2024-09-12 05:35:14","2024-09-12 05:37:04",NULL
6f10fe9c-db20-49b5-b816-b1ef88edd6f3,Bajaj,Super,Bike,2024,NULL,"2024-09-12 05:37:43","2024-09-12 05:37:43",NULL
949f4c3c-ea6f-4baf-aec3-ea2b566b09d5,Bajaj,"SX Enduro",Bike,2024,NULL,"2024-09-12 05:38:20","2024-09-12 05:38:20",NULL
cdf1456d-d448-48b3-b1cd-5d8e47ceee3f,Bajaj,V12,Bike,2024,NULL,"2024-09-12 05:39:47","2024-09-12 05:39:47",NULL
4375ca5e-fbf9-4850-b2e4-996ed3cf3502,Bajaj,V15,Bike,2024,NULL,"2024-09-12 05:40:42","2024-09-12 05:40:42",NULL
f00ecc91-2b8d-41b1-9205-40c1cdebeb6e,Bajaj,Wave,Bike,2024,NULL,"2024-09-12 05:41:19","2024-09-12 05:41:19",NULL
059a6b39-8c59-496b-9a42-d4c26fb24624,Bajaj,"Wind 125",Bike,2024,NULL,"2024-09-12 05:41:43","2024-09-12 05:42:33",NULL
abd515cc-60d3-4495-8224-26f6ba5e097e,Bajaj,XCD,Bike,2024,NULL,"2024-09-12 05:43:22","2024-09-12 05:43:22",NULL
38896372-e4a7-465a-913b-e45fd706e900,Bajaj,"4S Champion",Bike,2024,NULL,"2024-09-12 05:44:13","2024-09-12 05:44:13",NULL
12fcb124-fc91-4ceb-bb10-065a687a80b8,Bajaj,Priya,Bike,2024,NULL,"2024-09-12 05:45:19","2024-09-12 05:45:19",NULL
33642311-f599-4e4f-8e22-6e44ebd70231,Benelli,302R,Bike,2024,NULL,"2024-09-12 05:50:00","2024-09-12 05:50:00",NULL
dccc3410-8bc8-45b7-8fac-2013c1ec6507,Benelli,502C,Bike,2024,NULL,"2024-09-12 05:52:07","2024-09-12 05:53:20",NULL
c31069fb-352d-4559-90dd-1643aa4d7079,Benelli,"Leoncino 250",Bike,2024,NULL,"2024-09-12 05:54:12","2024-09-12 05:54:12",NULL
6c4d92dc-40c8-4917-bab1-72d9f3d9b121,Benelli,"Leoncino 500",Bike,2024,NULL,"2024-09-12 05:54:37","2024-09-12 05:54:37",NULL
6a0172d5-20f1-478c-af12-8e9285fefb19,Benelli,"TNT 300",Bike,2024,NULL,"2024-09-12 05:56:03","2024-09-12 05:56:03",NULL
efdd6ce6-d441-448e-b05b-2909fb431848,Benelli,"TNT 600",Bike,2024,NULL,"2024-09-12 05:57:03","2024-09-12 05:57:03",NULL
f4b12395-dd3b-42f7-b43d-965296c4e1b2,Benelli,"TNT 899",Bike,2024,NULL,"2024-09-12 05:57:47","2024-09-12 05:57:47",NULL
d23405b1-e1e1-402c-a067-0c503dc1196f,Benelli,"TNT 25",Bike,2024,NULL,"2024-09-12 05:58:21","2024-09-12 05:58:21",NULL
2e67a1a2-5638-4553-8c11-5b7ecbf23bd2,Benelli,"TNT R",Bike,2024,NULL,"2024-09-12 05:58:42","2024-09-12 05:58:42",NULL
ce258739-2d46-4c42-80d5-959ed46b95c8,Benelli,"TRK 251",Bike,2024,NULL,"2024-09-12 06:00:22","2024-09-12 06:01:06",NULL
32e20f81-66c5-4c1e-ac0a-391f3a7fa102,Benelli,"TRK 502",Bike,2024,NULL,"2024-09-12 06:01:37","2024-09-12 06:14:03",NULL
fdbe320c-f8d7-4988-a6f2-ab66c29a727d,Benelli,"TRK 502X",Bike,2024,NULL,"2024-09-12 06:02:12","2024-09-12 06:02:12",NULL
6d5fc5af-ac31-46b8-9395-46caae843a18,Benling,Aura,Bike,2024,NULL,"2024-09-12 06:14:47","2024-09-12 06:14:47",NULL
c166fd53-e52a-47a3-9264-628091186715,Benling,Falcon,Bike,2024,NULL,"2024-09-12 06:15:25","2024-09-12 06:15:25",NULL
be369103-827b-4e64-828c-a91f20bf107a,Benling,Icon,Bike,2024,NULL,"2024-09-12 06:15:46","2024-09-12 06:16:10",NULL
bf6ac208-dfde-4831-bf42-3e571b4e75a1,Benling,Kriti,Bike,2024,NULL,"2024-09-12 06:16:30","2024-09-12 06:16:30",NULL
eb027a03-3368-4abb-8a9f-0a3d41faea7e,BGauss,A2,Bike,2024,NULL,"2024-09-12 06:17:29","2024-09-12 06:17:29",NULL
dc07b1b9-6af3-4392-8e7d-ffe0ca101fdd,BGauss,B8,Bike,2024,NULL,"2024-09-12 06:18:11","2024-09-12 06:18:11",NULL
3620ba8a-d154-4428-b21f-f2bc4199e767,BGauss,C12,Bike,2024,NULL,"2024-09-12 06:18:33","2024-09-12 06:18:33",NULL
f599a214-e2d8-49e7-b54e-a8cd62b1c3f4,BGauss,D15,Bike,2024,NULL,"2024-09-12 06:19:05","2024-09-12 06:19:05",NULL
7499f469-b45f-465d-a477-8fa20ba31fea,BGauss,"RUV 350",Bike,2024,NULL,"2024-09-12 06:19:34","2024-09-12 06:19:34",NULL
dbf0bc18-ffa0-4eea-b3e9-0d0ad392bb81,BMW,"C 400 GT",Bike,2024,NULL,"2024-09-12 06:31:39","2024-09-12 06:45:29",NULL
6c83a7f8-7db2-4c0b-888a-c0d63b1b1091,BMW,"CE 04",Bike,2024,NULL,"2024-09-12 06:34:03","2024-09-12 06:45:57",NULL
2fec9103-502a-4c13-961a-2d7407d34481,BMW,"F 750 GS",Bike,2024,NULL,"2024-09-12 06:34:30","2024-09-12 06:50:45",NULL
e5b1b4b9-da5a-440b-a028-f3f8a2a3b847,BMW,"F 850 GS",Bike,2024,NULL,"2024-09-12 06:34:52","2024-09-12 06:51:15",NULL
25082be5-ee1e-463c-9990-a3d204cc0ac9,BMW,"F 900 R",Bike,2024,NULL,"2024-09-12 06:35:18","2024-09-12 06:54:45",NULL
03c48fc7-c4b2-429e-856e-797187f4d8cc,BMW,"F 900 XR",Bike,2024,NULL,"2024-09-12 06:35:41","2024-09-12 06:55:11",NULL
97036125-6b2b-440d-82f2-f1cbcaecaf1a,BMW,"G 310 GS",Bike,2024,NULL,"2024-09-12 06:36:05","2024-09-12 06:55:34",NULL
1cc93be1-25a9-4f37-9955-5df8281bb8b0,BMW,"G 310 R",Bike,2024,NULL,"2024-09-12 06:36:27","2024-09-12 06:56:00",NULL
1b814160-849a-4184-947f-02764b1794dc,BMW,"G 310 RR",Bike,2024,NULL,"2024-09-12 06:37:03","2024-09-12 07:10:37",NULL
ec3f668b-720d-4af2-b0f1-e305e474720f,BMW,"K 1600",Bike,2024,NULL,"2024-09-12 06:37:25","2024-09-12 06:50:13",NULL
27adcdb4-0178-41c3-873f-651a8958f0c5,BMW,"K 1600 B",Bike,2024,NULL,"2024-09-12 06:37:48","2024-09-12 06:49:20",NULL
41e25827-a25c-4716-ba9a-8d14136f9512,BMW,"K 1300 R",Bike,2024,NULL,"2024-09-12 06:38:14","2024-09-12 06:47:58",NULL
9435ab2d-027f-4776-b6e8-53da56a5b4ef,BMW,"M 1000 R",Bike,2024,NULL,"2024-09-12 06:38:50","2024-09-12 06:47:13",NULL
31cab544-4407-41bb-b2dd-c25047e122ca,BMW,"M 1000 RR",Bike,2024,NULL,"2024-09-12 06:39:45","2024-09-12 06:46:47",NULL
fa59214c-dcd4-4278-a250-757bb2919314,BMW,"M 1000 XR",Bike,2024,NULL,"2024-09-12 06:40:44","2024-09-12 06:46:21",NULL
770b75c3-71a6-49cb-a524-90b3eb4dff1d,BMW,"R Nine T Scrambler",Bike,2024,NULL,"2024-09-12 06:57:09","2024-09-12 07:00:01",NULL
47542dd2-1019-48a0-98ce-e0a19b6ab2e5,BMW,"R 12",Bike,2024,NULL,"2024-09-12 07:00:27","2024-09-12 07:00:27",NULL
2413739d-eeba-4172-b8a2-a62a31e1ed99,BMW,"R 12 Nine T",Bike,2024,NULL,"2024-09-12 07:01:04","2024-09-12 07:01:04",NULL
6a2d3b30-e5db-4c8d-977e-25af60325f46,BMW,"R 1250 GS",Bike,2024,NULL,"2024-09-12 07:01:41","2024-09-12 07:01:41",NULL
7a4d5be0-68c8-48b6-ba3c-52feecccea0a,BMW,"R 1250 GS Adventure",Bike,2024,NULL,"2024-09-12 07:02:23","2024-09-12 07:02:23",NULL
27e80cd1-0301-4495-a68d-0dce78cf5349,BMW,"R 1250 R ",Bike,2024,NULL,"2024-09-12 07:04:25","2024-09-12 07:04:25",NULL
df2d7ded-83a4-4a84-abdf-cedd871538d3,BMW,"R 1250 RT",Bike,2024,NULL,"2024-09-12 07:04:58","2024-09-12 07:04:58",NULL
b2f5b833-fe3e-4192-b42d-91f7ae334925,BMW,"R 1300 GS",Bike,2024,NULL,"2024-09-12 07:05:45","2024-09-12 07:05:45",NULL
e6484cd0-af4d-46c1-a48b-825638ee0764,BMW,"R 1200 GS Adventure",Bike,2024,NULL,"2024-09-12 07:06:21","2024-09-12 07:09:55",NULL
aff2b3d7-b447-4f42-8014-e0b09346aca9,BMW,R18,Bike,2024,NULL,"2024-09-12 07:06:59","2024-09-12 07:06:59",NULL
ba3f7ce7-c884-4872-83e6-4c5904ef7ec8,BMW,"S 1000 R",Bike,2024,NULL,"2024-09-12 07:08:04","2024-09-12 07:08:04",NULL
d2f616cd-dbf6-435b-b79d-f006d93b64cc,BMW,"S 1000 RR",Bike,2024,NULL,"2024-09-12 07:08:29","2024-09-12 07:08:29",NULL
0ef91f4b-2c8a-4463-a96c-c0dfa6ecb8a7,BMW,"S 1000 XR",Bike,2024,NULL,"2024-09-12 07:09:00","2024-09-12 07:09:00",NULL
427ffc14-85c0-4422-8d00-dab35076fb0e,Bounce,"Infinity E1",Bike,2024,NULL,"2024-09-12 07:31:56","2024-09-12 07:31:56",NULL
8ccac5a5-d412-429d-bb48-92ade3f1b5fe,BSA,"Goldstar 650",Bike,2024,NULL,"2024-09-12 07:33:11","2024-09-12 07:33:11",NULL
46a0c016-cb6f-44b9-a57f-0904a760f1b4,Ducati,848,Bike,2024,NULL,"2024-09-12 09:36:42","2024-09-12 09:36:42",NULL
073aaf0d-669a-468a-9865-9f7d2c412bc1,Ducati,"848 Evo",Bike,2024,NULL,"2024-09-12 09:37:04","2024-09-12 09:37:04",NULL
8b9cb101-6d9c-4eca-b50b-3926bcb887f2,Ducati,"1299 Superleggera",Bike,2024,NULL,"2024-09-12 09:39:19","2024-09-12 09:39:19",NULL
cf527982-be0f-4ccc-a207-0f309beb0ace,Ducati,"Desert X",Bike,2024,NULL,"2024-09-12 09:39:43","2024-09-12 09:39:43",NULL
cf957a5e-3ec3-4936-9445-c8440ddb4056,Ducati,DesertX,Bike,2024,NULL,"2024-09-12 09:40:12","2024-09-12 09:40:12",NULL
7b571750-ec9d-4f4d-a9b6-d1656ae102dd,Ducati,"Diavel 1260",Bike,2024,NULL,"2024-09-12 09:41:17","2024-09-12 09:41:17",NULL
e4997f97-3d80-45ad-ad67-20bc09e68665,Ducati,"Diavel Carbon",Bike,2024,NULL,"2024-09-12 09:41:37","2024-09-12 09:41:37",NULL
53c09f59-1dbb-43cc-bb07-aaf1a4d70014,Ducati,"Diavel Titanium",Bike,2024,NULL,"2024-09-12 09:41:58","2024-09-12 09:41:58",NULL
16b6009a-6850-4a11-930c-aebcb64d8469,Ducati,"Diavel V4",Bike,2024,NULL,"2024-09-12 09:42:20","2024-09-12 09:42:20",NULL
454c3346-e183-489a-afca-88235b068d97,Ducati,"Hypermotard 698 Mono",Bike,2024,NULL,"2024-09-12 09:43:07","2024-09-12 09:43:07",NULL
e2dc0802-f570-4c2b-8493-ed21f91bf89a,Ducati,"Hypermotard 821",Bike,2024,NULL,"2024-09-12 09:43:50","2024-09-12 09:43:50",NULL
ad2fd031-9953-41eb-b025-1db61ee6eae5,Ducati,"Hypermotard 821 SP",Bike,2024,NULL,"2024-09-12 09:44:42","2024-09-12 09:44:42",NULL
c3ade7e0-6144-4205-a147-83860877006c,Ducati,"Hypermotard 939",Bike,2024,NULL,"2024-09-12 09:45:16","2024-09-12 09:45:16",NULL
f437b2c2-416c-4b4c-ba0f-6d13f6ccb7fd,Ducati,"Hypermotard 950",Bike,2024,NULL,"2024-09-12 09:45:44","2024-09-12 09:45:44",NULL
bccdaf7f-e41f-4e6e-811c-0b30590d589c,Ducati,"Hyperstrada 821",Bike,2024,NULL,"2024-09-12 09:47:43","2024-09-12 09:47:43",NULL
90ad897a-1ad8-4d44-bdda-1514f34ee5bd,Ducati,"Hyperstrada 939",Bike,2024,NULL,"2024-09-12 09:48:03","2024-09-12 09:48:03",NULL
5c1044e1-41e2-4c81-b86c-8a746c3d6d07,Ducati,Monster,Bike,2024,NULL,"2024-09-12 09:49:20","2024-09-12 09:49:20",NULL
6873c3ed-fec5-41bb-8d0c-802b841ab827,Ducati,"Monster 1100 Evo",Bike,2024,NULL,"2024-09-12 09:49:41","2024-09-12 09:49:41",NULL
7abd8a32-8dd7-47eb-a0f8-1d032217ec2a,Ducati,"Monster 1200",Bike,2024,NULL,"2024-09-12 09:50:05","2024-09-12 09:50:05",NULL
4b19f9b4-4997-45cb-b994-3426aea18499,Ducati,"Monster 1200 R",Bike,2024,NULL,"2024-09-12 09:50:37","2024-09-12 09:50:37",NULL
87bda177-ee8e-4619-acc7-183b1d9349c8,Ducati,"Monster 1200 S",Bike,2024,NULL,"2024-09-12 09:50:56","2024-09-12 09:50:56",NULL
